,PBLH_24,PBLH_48,PBLH_avg_24,PBLH_avg_48,Raw,Filtered,Raw_mean,Filt_mean
2015-04-07 13:00:00,74.288,350.796,83.628,318.928,760.000,760.000,631.429,631.429
2015-04-07 14:00:00,320.674,487.366,301.260,454.925,390.000,390.000,342.857,
2015-04-07 15:00:00,445.470,571.948,442.140,541.140,450.000,,440.000,
2015-04-07 16:00:00,625.753,659.814,604.929,637.349,630.000,,587.143,
2015-04-07 17:00:00,840.070,866.003,821.284,839.425,1540.000,,1305.000,
2015-04-07 18:00:00,1209.712,1229.136,1189.666,1205.855,2485.000,,2287.143,
2015-04-07 19:00:00,1589.361,1597.771,1574.479,1585.186,2740.000,,2502.143,
2015-04-07 20:00:00,1903.288,1941.457,1887.397,1874.196,1930.000,1930.000,2437.857,
2015-04-07 21:00:00,2220.486,2280.384,2212.670,2198.586,2720.000,2720.000,2674.286,2674.286
2015-04-07 22:00:00,2508.237,2331.504,2486.920,2359.538,2280.000,2280.000,2544.286,2544.286
2015-04-07 23:00:00,2613.098,2554.254,2604.300,2440.537,2340.000,2340.000,2668.571,2668.571
2015-04-08 00:00:00,0.000,1166.861,0.000,1336.982,2720.000,2720.000,2797.857,2797.857
2015-04-08 01:00:00,678.895,690.804,728.743,614.230,2710.000,2710.000,2720.000,2720.000
2015-04-08 02:00:00,742.422,577.572,555.415,438.192,2680.000,2680.000,2584.286,2584.286
2015-04-08 03:00:00,374.114,324.998,417.494,411.131,2440.000,2440.000,2452.857,2452.857
2015-04-08 04:00:00,486.729,1138.980,363.936,500.058,670.000,670.000,911.429,911.429
2015-04-08 05:00:00,310.192,393.774,269.423,249.598,1445.000,1445.000,982.857,982.857
2015-04-08 06:00:00,222.924,313.898,198.972,226.518,440.000,440.000,465.714,465.714
2015-04-08 07:00:00,137.080,126.487,147.286,146.325,410.000,410.000,417.143,417.143
2015-04-08 08:00:00,176.047,92.519,162.537,129.177,420.000,420.000,420.000,420.000
2015-04-08 09:00:00,175.929,142.744,172.564,153.880,560.000,560.000,514.286,514.286
2015-04-08 10:00:00,185.256,305.404,214.777,207.913,580.000,580.000,590.000,590.000
2015-04-08 11:00:00,209.152,268.269,201.008,216.245,570.000,,572.857,
2015-04-08 12:00:00,150.254,145.130,174.716,121.232,440.000,440.000,474.286,474.286
2015-04-08 13:00:00,153.220,140.509,187.530,119.615,430.000,430.000,431.429,431.429
2015-04-08 14:00:00,318.006,335.784,296.033,339.350,470.000,470.000,457.143,457.143
2015-04-08 15:00:00,409.957,521.588,398.278,535.309,510.000,510.000,498.571,498.571
2015-04-08 16:00:00,513.154,888.467,505.192,886.195,540.000,540.000,540.000,540.000
2015-04-08 17:00:00,678.322,1253.091,664.391,1228.895,570.000,570.000,963.571,963.571
2015-04-08 18:00:00,1033.198,1596.289,1019.836,1571.918,2180.000,2180.000,1902.857,1902.857
2015-04-08 19:00:00,1510.373,1983.567,1497.225,1981.517,2435.000,2435.000,2310.000,2310.000
2015-04-08 20:00:00,1960.893,2358.362,1904.628,2355.313,3005.000,3005.000,2662.143,2662.143
2015-04-08 21:00:00,2239.555,2732.276,2199.763,2677.605,2740.000,2740.000,2812.143,2812.143
2015-04-08 22:00:00,2436.933,3031.173,2355.142,2972.668,2520.000,2520.000,2786.429,2786.429
2015-04-08 23:00:00,2532.954,1374.794,2429.783,1643.903,3000.000,3000.000,2925.000,2925.000
2015-04-09 00:00:00,0.000,3287.188,0.000,2383.621,2370.000,2370.000,2533.571,
2015-04-09 01:00:00,330.225,540.180,383.307,593.759,2630.000,,2594.286,
2015-04-09 02:00:00,56.258,418.990,108.819,428.216,2570.000,,2582.857,
2015-04-09 03:00:00,154.212,295.473,177.902,336.185,2390.000,,2495.714,
2015-04-09 04:00:00,64.986,453.897,137.944,393.989,1460.000,,1839.286,
2015-04-09 05:00:00,363.503,164.261,186.435,179.867,870.000,870.000,1428.571,1428.571
2015-04-09 06:00:00,192.532,80.345,151.230,53.135,2080.000,,1632.857,
2015-04-09 07:00:00,59.218,91.105,75.751,71.508,1585.000,,1245.714,
2015-04-09 08:00:00,19.805,138.247,58.633,120.159,1620.000,,1614.286,
2015-04-09 09:00:00,19.772,266.679,76.423,173.114,1610.000,1610.000,1452.857,1452.857
2015-04-09 10:00:00,19.746,215.328,49.487,161.057,1610.000,1610.000,1257.143,1257.143
2015-04-09 11:00:00,148.924,177.511,115.425,113.343,400.000,400.000,398.571,398.571
2015-04-09 12:00:00,19.688,83.165,75.708,78.164,400.000,400.000,859.286,859.286
2015-04-09 13:00:00,73.794,63.348,71.744,97.321,630.000,630.000,752.857,752.857
2015-04-09 14:00:00,277.890,476.742,290.863,456.102,490.000,490.000,552.857,552.857
2015-04-09 15:00:00,429.435,702.183,443.304,668.664,580.000,580.000,575.714,575.714
